brand,model_year,mileage,fuel_type,transmission,engine_size,horsepower,body_type,color,num_cylinders,fuel_efficiency,mileage_category,owner_count,is_accident_free,has_service_history,age_years,price,price_per_hp,price_per_cc
Audi,2012,111032,Hybrid,Semi-Automatic,2.9,232,Hatchback,Brown,12,14.0,Medium,3,1,1,12,35952.79667837345,154.96895119988557,12.397516095990845
Hyundai,2016,206940,Petrol,Semi-Automatic,2.3,237,Coupe,Black,12,11.7,High,3,1,1,8,16519.65025484478,69.70316563225646,7.182456632541208
Ford,2019,42604,Hybrid,Semi-Automatic,1.4,441,Convertible,Orange,8,37.0,Medium,2,1,1,5,82310.06660694814,186.64414196586878,58.79290471924867
Lexus,2019,199408,Petrol,Semi-Automatic,2.0,218,Coupe,Orange,4,31.5,High,2,1,0,5,40169.43081277062,184.26344409527806,20.084715406385307
Subaru,2020,95074,LPG,Automatic,4.8,300,Hatchback,Yellow,12,27.8,Low,3,0,1,4,23659.875755973568,78.8662525199119,4.9291407824944935
Ford,2014,226727,LPG,Automatic,2.2,352,Convertible,Yellow,8,35.4,High,3,1,0,10,17005.07213563697,48.30986402169594,7.729578243471349
Kia,2023,73869,LPG,Manual,1.7,233,Sedan,Yellow,4,43.1,Low,2,1,1,1,50697.43451014491,217.58555583753179,29.82202030008524
Tesla,2016,5410,Electric,CVT,2.8,328,SUV,Yellow,6,27.1,High,1,1,1,8,117591.59439516006,358.5109585218295,41.99699799827145
Lexus,2011,83375,LPG,CVT,2.2,358,Pickup,Yellow,12,35.6,Low,1,0,0,13,19895.98717210008,55.575383162290734,9.043630532772765
Lexus,2013,187116,Hybrid,Manual,1.1,383,Pickup,Red,12,48.1,High,3,0,0,11,21246.645339430313,55.47426981574495,19.31513212675483
Hyundai,2011,194387,Diesel,CVT,2.3,355,Pickup,Gray,4,43.6,Low,3,1,0,13,9312.494800683326,26.23237972023472,4.048910782905794
Hyundai,2023,96055,Petrol,Manual,3.2,81,Coupe,Orange,6,27.0,Low,2,0,0,1,39845.222926323244,491.91633242374377,12.451632164476013
Nissan,2022,202416,Electric,Automatic,3.2,167,Convertible,Yellow,6,35.8,Low,3,0,1,2,46802.68608503065,280.2556052995847,14.625839401572078
Mazda,2022,137868,LPG,Semi-Automatic,2.4,366,Convertible,Black,12,17.1,High,1,1,0,2,58223.410683497044,159.0803570587351,24.259754451457102
BMW,2021,86716,LPG,Semi-Automatic,2.8,490,Hatchback,Red,4,32.4,High,2,0,0,3,46924.3126584975,95.76390338468879,16.75868309232054
Lexus,2016,54245,Diesel,Automatic,4.9,209,Sedan,Blue,8,49.3,Low,2,1,0,8,33955.25504515594,162.46533514428677,6.9296438867665175
Ford,2011,43056,Diesel,Semi-Automatic,2.5,157,Wagon,Blue,12,30.7,Medium,1,1,1,13,25822.131661398256,164.47217618725003,10.328852664559303
Toyota,2022,148781,Electric,Semi-Automatic,2.0,339,Convertible,Green,6,47.1,Low,1,1,1,2,63296.460840175496,186.71522371733184,31.64823042008775
Mercedes-Benz,2023,58557,Petrol,CVT,2.0,320,SUV,Gray,8,26.3,Medium,2,0,0,1,175104.18915471225,547.2005911084758,87.55209457735613
Mazda,2020,17543,LPG,Automatic,2.8,220,Hatchback,Blue,4,50.0,Low,3,1,1,4,19836.131360777497,90.16423345807954,7.084332628849106
Mercedes-Benz,2010,168490,Electric,CVT,4.0,307,Convertible,Yellow,6,33.2,High,1,1,1,14,33725.4669231901,109.85494111788306,8.431366730797524
Subaru,2018,225683,Hybrid,CVT,1.8,242,Convertible,Orange,8,11.7,Medium,2,0,0,6,29391.440808772724,121.45223474699473,16.328578227095957
Audi,2010,234363,Hybrid,Semi-Automatic,3.8,315,Hatchback,Green,12,33.5,High,3,1,1,14,21163.297886126304,67.18507265436922,5.569288917401659
Ford,2017,244576,Electric,Semi-Automatic,1.1,207,Hatchback,White,6,21.0,Medium,3,0,0,7,24831.961540351436,119.96116686160114,22.57451049122858
Ford,2011,234073,LPG,Automatic,2.7,279,Coupe,Red,4,11.3,Medium,2,0,0,13,6915.78900052818,24.787774195441504,2.5614033335289554
Mazda,2021,96038,Electric,Semi-Automatic,4.1,469,Convertible,White,6,42.8,Medium,1,1,0,3,56990.1860769277,121.51425602756439,13.900045384616512
Lexus,2017,147796,LPG,Semi-Automatic,2.4,110,Wagon,White,12,21.0,Medium,3,0,1,7,27513.67674292663,250.1243340266057,11.46403197621943
Kia,2022,3828,Diesel,Automatic,3.3,217,SUV,Yellow,4,41.9,High,1,1,0,2,45656.723005190375,210.3996451852091,13.835370607633447
Mazda,2012,116656,Electric,Semi-Automatic,1.8,100,Sedan,White,12,21.5,Medium,2,0,1,12,14595.933969073463,145.95933969073462,8.108852205040813
Mercedes-Benz,2015,17087,LPG,CVT,4.0,313,Sedan,White,8,17.8,Low,1,0,1,9,47682.03539411704,152.338771227211,11.92050884852926
Mazda,2012,143677,Electric,Automatic,1.2,281,Wagon,Blue,6,49.0,Low,3,0,1,12,18981.618041209193,67.55024213953449,15.818015034340993
Ford,2023,31337,Electric,Semi-Automatic,4.4,358,Hatchback,Brown,12,24.5,Medium,2,0,1,1,58505.07192834153,163.4219886266523,13.296607256441257
Kia,2016,136554,LPG,Manual,1.8,210,Hatchback,Green,8,34.1,High,3,1,0,8,7467.502355044295,35.55953502402045,4.148612419469052
BMW,2019,65333,LPG,Automatic,4.5,495,Hatchback,White,4,34.4,High,3,1,0,5,44006.64320016826,88.90230949528942,9.779254044481837
Volkswagen,2018,223613,Petrol,Automatic,2.4,227,Convertible,Gray,4,32.4,Medium,2,0,1,6,15023.547398486604,66.18302818716566,6.259811416036085
Nissan,2011,219368,Electric,Manual,3.9,108,Hatchback,Black,8,46.6,High,2,1,0,13,8892.097182254322,82.3342331690215,2.280024918526749
Honda,2021,182024,Hybrid,Semi-Automatic,2.3,440,Hatchback,Green,8,37.0,High,1,1,1,3,47134.14644671248,107.12306010616473,20.493107150744557
Hyundai,2021,136535,Electric,Semi-Automatic,4.6,387,Convertible,Gray,4,26.1,High,2,1,1,3,34973.77343712811,90.37150758947833,7.602994225462633
Mazda,2023,243236,Electric,Automatic,1.5,450,Convertible,Black,12,44.5,Medium,1,1,0,1,38074.01522038259,84.60892271196131,25.382676813588397
Subaru,2014,70448,LPG,Automatic,1.7,241,Wagon,White,8,17.2,Low,2,1,1,10,11802.902838902994,48.974700576360966,6.9428840228841135
Tesla,2022,4648,Electric,Semi-Automatic,3.0,436,Coupe,Brown,12,31.8,Low,3,1,0,2,231154.5278233882,530.1709353747435,77.05150927446273
Audi,2015,130576,Electric,Semi-Automatic,1.3,419,Convertible,Silver,4,48.0,Low,1,1,1,9,43043.4936445922,102.72910177706969,33.11037972660938
Volkswagen,2013,33623,Hybrid,CVT,1.8,140,SUV,Orange,12,35.0,Low,2,0,1,11,38871.98111507784,277.65700796484174,21.595545063932132
Nissan,2013,190228,LPG,Automatic,4.8,204,Hatchback,Gray,12,42.7,Low,1,1,1,11,8687.307080195866,42.584838628411106,1.809855641707472
Nissan,2013,35634,Electric,Automatic,4.9,150,Coupe,White,8,36.1,High,1,0,1,11,24759.75290977981,165.06501939853206,5.053010797914247
Nissan,2011,175674,Diesel,Manual,2.5,405,Sedan,Green,12,43.6,High,1,0,0,13,5527.686142872766,13.648607760179669,2.2110744571491066
Nissan,2013,114598,Petrol,CVT,4.7,474,Wagon,Blue,12,47.8,High,3,0,1,11,15989.494355958544,33.733110455608745,3.4020200757358605
Mercedes-Benz,2020,49334,Hybrid,Semi-Automatic,3.2,443,Coupe,White,12,20.9,Medium,2,1,1,4,149855.83203936368,338.2750158902115,46.82994751230115
Subaru,2010,68648,Electric,CVT,2.1,322,Convertible,Silver,4,16.8,High,2,1,0,14,27116.56144987802,84.21292375738516,12.912648309465723
Subaru,2021,22054,Diesel,Semi-Automatic,3.8,328,Hatchback,White,4,29.4,Low,1,0,1,3,38726.628609399435,118.06898966280316,10.191218055105114
Kia,2015,70028,Electric,Semi-Automatic,3.6,300,Hatchback,White,6,38.1,High,2,0,1,9,19237.407174770564,64.12469058256855,5.343724215214046
Hyundai,2010,22207,Electric,CVT,5.0,100,Hatchback,Orange,4,19.1,Low,3,1,1,14,9738.564492280104,97.38564492280103,1.9477128984560208
Ford,2019,211722,LPG,Automatic,2.1,466,Coupe,Blue,4,10.2,High,1,1,1,5,31105.33481921857,66.7496455348038,14.81206419962789
Nissan,2015,230893,LPG,Semi-Automatic,3.7,161,Hatchback,Gray,6,23.7,Low,3,1,1,9,7269.9266804864355,45.15482410240022,1.9648450487801177
Tesla,2010,81554,LPG,CVT,1.2,423,Convertible,Yellow,6,48.8,High,3,0,1,14,31406.212170624818,74.24636446956222,26.17184347552068
Ford,2015,152458,Diesel,Manual,1.5,446,Coupe,Yellow,8,37.8,Low,2,0,0,9,18326.85723157808,41.09160814255175,12.217904821052054
Subaru,2019,83276,Electric,CVT,1.0,89,Hatchback,Green,8,26.1,Low,2,1,1,5,31943.657391790253,358.91749878416016,31.943657391790254
Toyota,2017,190590,Petrol,Manual,5.0,490,Sedan,Brown,4,17.7,Medium,1,1,0,7,15578.586812292884,31.793034310801804,3.115717362458577
Toyota,2020,52781,Hybrid,Semi-Automatic,4.2,91,Sedan,White,12,24.2,High,3,0,1,4,15998.222353232062,175.80464124430839,3.809100560293348
Tesla,2011,183852,LPG,CVT,4.1,342,SUV,Green,8,16.8,Low,2,1,0,13,20334.22218743825,59.45679002174926,4.959566387180061
Kia,2011,192512,LPG,CVT,3.0,224,Hatchback,Brown,8,14.3,High,1,1,0,13,5220.571454219322,23.306122563479114,1.740190484739774
Subaru,2023,175271,Electric,Manual,2.2,271,Hatchback,Gray,4,46.3,Low,1,0,0,1,24136.946861905584,89.06622458267744,10.971339482684357
Tesla,2022,61035,Electric,CVT,1.6,329,Coupe,Gray,12,49.9,Medium,2,0,0,2,212132.9404685103,644.7809740684204,132.58308779281893
Mercedes-Benz,2021,8210,Diesel,CVT,2.1,193,Coupe,Blue,6,16.6,Medium,3,0,1,3,85988.1625790372,445.5345211349078,40.946744085255816
Mazda,2013,44363,Diesel,Semi-Automatic,2.5,105,Pickup,Yellow,6,12.2,Medium,1,0,1,11,17182.394878111758,163.64185598201675,6.872957951244703
Tesla,2020,242247,LPG,CVT,4.0,350,Hatchback,Yellow,4,23.2,Medium,2,1,1,4,44890.14764815785,128.25756470902243,11.222536912039462
BMW,2012,78279,Electric,Automatic,3.2,112,SUV,Green,4,28.5,Low,1,0,0,12,28769.03633203939,256.86639582178026,8.99032385376231
Ford,2013,191420,Petrol,Manual,1.3,141,Hatchback,Orange,12,18.2,High,2,1,0,11,13043.355449844295,92.50606702017231,10.033350346034073
Volkswagen,2022,186356,Hybrid,CVT,1.1,308,Convertible,Yellow,4,22.1,Medium,1,1,0,2,49076.43095464622,159.33906154105915,44.61493723149656
Chevrolet,2021,238700,Electric,Manual,1.4,382,Coupe,Orange,4,18.0,Medium,3,1,0,3,44188.145902224154,115.67577461315224,31.56296135873154
Kia,2016,240907,Electric,Manual,2.6,174,Hatchback,Orange,4,41.0,Medium,1,0,0,8,14694.87582141876,84.45330931849863,5.651875315930292
Tesla,2022,203196,Diesel,Manual,4.7,114,Coupe,Gray,12,38.5,High,2,0,0,2,79331.636677601,695.8915498035175,16.879071633532128
Subaru,2020,199919,Hybrid,CVT,3.5,272,Hatchback,Blue,4,35.4,Low,2,1,0,4,30795.730989284486,113.21959922531062,8.79878028265271
Audi,2010,153504,LPG,CVT,4.2,155,Wagon,Green,8,25.5,Low,2,1,1,14,15501.18369618871,100.00763674960457,3.6907580229020738
Toyota,2015,195161,Electric,Manual,2.9,458,Coupe,Black,12,46.4,Low,3,0,0,9,24182.32626528876,52.7998390071807,8.338733194927158
BMW,2012,186470,LPG,Automatic,2.4,328,SUV,Green,8,48.8,Low,2,1,1,12,17509.25217148756,53.38186637648646,7.295521738119816
Hyundai,2020,230363,Electric,Manual,1.4,162,Wagon,Orange,12,16.9,High,2,1,1,4,27329.120207131535,168.698272883528,19.520800147951096
Nissan,2019,134393,LPG,Automatic,4.5,104,Convertible,Brown,8,18.9,High,3,1,0,5,18703.76559172689,179.84389992045087,4.156392353717086
Chevrolet,2016,81348,Hybrid,Manual,4.1,136,Hatchback,Brown,12,31.0,High,2,1,0,8,21395.315296880002,157.31849483000002,5.218369584604878
Lexus,2019,168455,Diesel,Semi-Automatic,1.7,111,Pickup,Blue,6,13.7,Medium,2,1,0,5,44452.525864605595,400.4732059874378,26.148544626238586
Kia,2011,113816,Hybrid,Manual,3.0,398,Convertible,Gray,4,27.5,High,3,1,0,13,23396.011677719474,58.78394893899365,7.798670559239825
Volkswagen,2023,209754,Petrol,Manual,2.9,91,Coupe,Gray,4,33.3,Low,1,1,1,1,36550.459411344535,401.6534001246652,12.60360669356708
Chevrolet,2011,123053,Diesel,CVT,3.5,398,Wagon,Orange,12,30.9,High,2,1,0,13,18857.72258570373,47.3812125268938,5.387920738772494
Tesla,2022,210262,Hybrid,Automatic,4.8,412,Convertible,Orange,8,23.2,Medium,1,0,1,2,66878.15974153084,162.32563044060882,13.932949946152258
Mercedes-Benz,2013,183965,Petrol,Semi-Automatic,3.3,171,SUV,Silver,6,31.7,Low,3,0,0,11,15743.759808108127,92.06877080764987,4.770836305487311
Toyota,2010,166892,Electric,Automatic,3.2,80,Pickup,Silver,8,48.4,High,2,1,1,14,14363.628109031823,179.54535136289778,4.488633784072444
Subaru,2012,66262,Electric,Semi-Automatic,1.2,405,Coupe,Orange,4,18.2,Low,2,1,1,12,36163.22535305517,89.29191445198806,30.136021127545973
Toyota,2022,134832,LPG,Manual,1.3,215,Wagon,Yellow,4,36.2,Low,3,0,1,2,32537.90858018218,151.33910967526595,25.029160446293982
Hyundai,2018,153262,Diesel,CVT,1.7,275,Convertible,Green,8,11.7,High,2,0,1,6,32138.544577002376,116.86743482546319,18.905026221766104
Mercedes-Benz,2016,67411,Electric,CVT,1.1,212,Wagon,Yellow,12,12.7,High,1,0,1,8,60881.00069907244,287.17453159939834,55.34636427188404
Nissan,2016,23377,Diesel,Automatic,4.0,165,Wagon,Gray,12,32.1,Medium,1,1,0,8,30507.653993098796,184.89487268544724,7.626913498274699
Subaru,2022,177809,Electric,CVT,3.9,374,Convertible,Black,8,14.2,High,3,0,0,2,44803.34168112537,119.79503123295554,11.488036328493685
Ford,2022,200641,LPG,Automatic,1.5,358,Sedan,Green,4,10.9,High,2,0,0,2,22432.3061257502,62.66007297695587,14.954870750500135
Honda,2020,38211,Hybrid,Automatic,4.3,403,Hatchback,Yellow,8,16.9,High,2,1,1,4,25159.410261706864,62.430298416146066,5.85102564225741
BMW,2013,213981,LPG,Semi-Automatic,1.6,259,Coupe,Yellow,4,32.6,Low,3,0,0,11,25751.844569192897,99.4279713096251,16.09490285574556
Toyota,2011,3744,Petrol,Automatic,2.2,83,Coupe,Red,8,38.1,Medium,1,1,1,13,18498.223862030023,222.87016701240992,8.40828357365001
Audi,2023,24995,Electric,Semi-Automatic,2.0,205,Pickup,Green,12,18.1,Low,1,0,1,1,118726.6990628549,579.154629574902,59.363349531427446
Toyota,2013,148049,Petrol,CVT,2.5,254,Pickup,Black,6,36.7,High,3,0,0,11,13226.392334124825,52.07241076427096,5.29055693364993
Chevrolet,2015,229010,Petrol,Automatic,2.0,330,Pickup,Blue,4,17.3,Medium,2,0,1,9,13274.74374179276,40.22649618725079,6.63737187089638
Toyota,2020,34542,Diesel,Automatic,3.0,100,Coupe,Blue,6,34.5,High,1,0,0,4,62133.78421010168,621.3378421010168,20.711261403367228
Kia,2020,10651,Electric,Manual,2.6,184,Wagon,Yellow,12,26.5,Low,2,0,1,4,43731.34678924575,237.67036298503123,16.81974876509452
Toyota,2012,99239,Petrol,Automatic,4.9,145,Pickup,Orange,8,36.2,Low,1,1,0,12,6755.504547461209,46.58968653421523,1.3786743974410631
Honda,2010,78931,Hybrid,Automatic,1.2,342,Convertible,Black,12,49.8,High,2,1,1,14,32974.964364883126,96.41802445872258,27.47913697073594
Honda,2023,226416,Petrol,Manual,1.6,128,Hatchback,Black,6,47.5,Medium,1,0,0,1,11232.364134657535,87.75284480201199,7.02022758416096
Nissan,2021,102112,Hybrid,Manual,1.2,95,SUV,Gray,12,10.2,Low,2,1,0,3,49113.69511224573,516.9862643394288,40.928079260204775
Volkswagen,2017,16715,Diesel,CVT,3.5,224,Coupe,Brown,12,45.4,High,3,0,1,7,36371.633571326405,162.37336415770716,10.391895306093259
Ford,2021,175481,Petrol,Automatic,1.2,419,Convertible,Red,8,12.7,High,1,0,1,3,36681.79361714657,87.54604681896556,30.56816134762214
Audi,2022,155378,LPG,CVT,4.3,329,Hatchback,Gray,6,48.1,High,3,0,1,2,60091.630458911255,182.64933270185793,13.974797781142152
Toyota,2014,150158,Diesel,CVT,3.0,422,Hatchback,Black,6,21.3,Medium,1,0,0,10,8383.148373446553,19.865280505797518,2.794382791148851
Toyota,2014,145448,Hybrid,Manual,3.1,433,Sedan,White,6,25.3,High,1,0,0,10,24265.845705149142,56.0412140996516,7.827692162951336
BMW,2020,61350,Diesel,Semi-Automatic,3.2,154,Convertible,Orange,4,13.7,High,1,1,1,4,69843.14454257554,453.52691261412684,21.825982669554854
Subaru,2013,71425,Petrol,CVT,1.7,369,Coupe,Black,12,14.5,Low,2,1,0,11,19831.544792205987,53.74402382711649,11.66561458365058
Honda,2015,234430,Electric,Semi-Automatic,1.8,496,Pickup,Red,6,39.1,High,1,1,0,9,25280.96504160511,50.969687583881274,14.044980578669506
Audi,2012,167708,Electric,Automatic,2.3,361,Wagon,Black,12,47.8,Medium,3,1,1,12,17510.48628085548,48.50550216303457,7.613254904719773
Nissan,2018,86120,Hybrid,Manual,3.4,145,Pickup,Green,8,34.4,High,2,0,0,6,27297.668444257153,188.25978237418727,8.02872601301681
Hyundai,2014,114889,Hybrid,Automatic,1.8,204,Hatchback,Green,8,38.6,Medium,2,1,0,10,21319.15530578883,104.50566326367074,11.843975169882684
Volkswagen,2012,182721,Electric,Automatic,1.5,398,Hatchback,Silver,4,40.5,High,1,0,0,12,20841.931127233147,52.36666112370138,13.894620751488764
Ford,2020,165682,Hybrid,Manual,4.9,166,SUV,Red,4,20.5,High,2,0,1,4,31656.85549845242,190.70394878585796,6.460582754786208
Mercedes-Benz,2010,141130,Diesel,Automatic,1.1,120,Pickup,Yellow,8,11.8,High,1,1,0,14,29104.27665668082,242.5356388056735,26.458433324255292
Ford,2019,74637,LPG,Manual,4.2,265,Sedan,Brown,6,10.1,Medium,3,1,1,5,40976.07436328036,154.6266957104919,9.756208181733419
Kia,2021,209105,LPG,Semi-Automatic,4.2,433,Hatchback,Yellow,8,24.0,Low,2,0,0,3,12912.115059540263,29.8201271582916,3.0743131094143483
Chevrolet,2015,70194,Diesel,Automatic,2.2,459,Hatchback,Brown,12,19.7,Medium,2,0,0,9,21434.85529602727,46.69903114602891,9.743116043648758
Kia,2011,76917,LPG,Manual,1.5,414,Wagon,Brown,4,12.5,Low,3,0,0,13,7248.083439666781,17.507447921900436,4.832055626444521
Toyota,2022,64200,Petrol,CVT,1.6,345,Wagon,Brown,4,17.2,Medium,3,1,0,2,60749.9602182674,176.08684121236928,37.96872513641713
Lexus,2012,105848,Diesel,Automatic,3.8,350,SUV,Blue,8,15.0,High,1,0,0,12,34664.779226045655,99.04222636013044,9.122310322643594
Volkswagen,2010,106022,Hybrid,Semi-Automatic,3.6,121,Convertible,Brown,6,46.6,High,2,0,1,14,24829.54317980068,205.20283619669982,6.897095327722411
Chevrolet,2018,177691,Diesel,Manual,4.1,172,SUV,Black,6,15.6,Low,3,0,0,6,28549.94460367481,165.98805002136515,6.963401122847515
Audi,2017,148226,Electric,Automatic,4.7,264,SUV,White,12,31.5,Low,2,0,0,7,45791.23558473706,173.45164994218584,9.74281608185895
Mercedes-Benz,2021,150611,Hybrid,Automatic,3.8,294,Wagon,Red,4,33.7,Medium,3,1,0,3,47783.202928775216,162.52790111828304,12.574527086519794
Honda,2011,60058,Electric,Automatic,1.6,96,Pickup,White,8,31.7,Medium,2,1,0,13,15529.930625193492,161.77011067909888,9.706206640745933
Volkswagen,2021,62068,Hybrid,Semi-Automatic,2.0,344,Pickup,Silver,8,14.0,Low,3,0,1,3,55839.89842603282,162.32528612218843,27.919949213016412
Volkswagen,2020,208385,LPG,Manual,4.4,193,Pickup,Black,4,22.8,Low,2,1,0,4,24763.50702903086,128.30832657528944,5.6280697793251955
Kia,2017,99932,Diesel,CVT,1.8,371,Convertible,Brown,8,12.1,Medium,1,0,0,7,41623.535415300765,112.19281783099936,23.12418634183376
Lexus,2021,161445,Petrol,CVT,1.3,371,Wagon,Blue,4,25.8,Low,2,1,0,3,42528.76036019293,114.63277725119389,32.71443104630225
Toyota,2023,164226,Hybrid,CVT,3.8,127,Sedan,Gray,6,17.5,Low,1,1,0,1,39634.768098247085,312.0847881751739,10.430202131117653
Tesla,2018,137103,Hybrid,Manual,2.6,386,Coupe,Yellow,6,32.5,Low,1,1,1,6,93643.86943394538,242.60069801540254,36.01687285920976
Nissan,2010,224605,Electric,CVT,4.7,176,Coupe,Green,8,37.7,Low,1,1,1,14,9299.884579612226,52.84025329325129,1.9786988467260056
Kia,2022,203047,LPG,Semi-Automatic,3.6,454,Sedan,Red,6,31.3,High,2,0,0,2,16991.578868334516,37.426385172542986,4.71988301898181
Volkswagen,2014,22785,Electric,Manual,1.4,174,Pickup,White,6,27.4,High,2,0,0,10,31307.824750331496,179.9300273007557,22.362731964522496
Mazda,2017,210000,Electric,Automatic,4.8,405,Coupe,Black,12,25.5,Low,1,0,0,7,31071.914845614738,76.72077739657959,6.4733155928364035
BMW,2020,249768,LPG,Semi-Automatic,2.0,153,Convertible,Gray,4,43.7,Medium,3,1,0,4,55887.262703147,365.27622681795424,27.943631351573497
Mercedes-Benz,2023,159741,Petrol,Automatic,2.3,415,Wagon,Orange,4,18.8,High,2,1,0,1,79480.95962369804,191.52038463541697,34.556938966825236
Nissan,2011,94475,Electric,CVT,2.6,147,Coupe,Orange,8,39.4,Medium,2,0,1,13,24862.450941553296,169.13231933029454,9.562481131366653
Kia,2013,248226,Electric,Semi-Automatic,1.2,325,Convertible,Green,4,40.3,Medium,2,1,1,11,20386.306750000113,62.727097692308035,16.988588958333427
Mercedes-Benz,2016,2282,Hybrid,Manual,3.0,485,Wagon,Orange,12,26.8,High,2,1,0,8,40676.60979600801,83.86929854847011,13.558869932002668
BMW,2012,165696,LPG,Semi-Automatic,1.5,156,Convertible,Yellow,8,21.9,Medium,1,0,0,12,14556.896069377291,93.31343634216212,9.704597379584861
Hyundai,2022,179510,Diesel,Automatic,2.6,287,Sedan,Silver,8,28.8,Medium,3,1,0,2,17836.99758331683,62.14981736347327,6.860383685891088
BMW,2021,220972,Petrol,Manual,2.4,451,SUV,Orange,4,13.7,Low,3,0,1,3,30656.91738432903,67.97542657279165,12.773715576803763
Lexus,2014,67534,Petrol,Semi-Automatic,4.1,333,Sedan,Green,6,11.8,Low,3,1,0,10,22237.465060439205,66.77917435567329,5.423771965960782
BMW,2017,162777,LPG,Semi-Automatic,4.2,300,Coupe,Silver,6,14.5,Low,3,0,0,7,40339.137666797775,134.46379222265924,9.604556587332803
Mercedes-Benz,2021,169316,Hybrid,Semi-Automatic,1.6,341,Wagon,Yellow,6,17.5,High,1,1,1,3,110473.21274756234,323.9683658286286,69.04575796722646
Ford,2019,74964,Hybrid,Semi-Automatic,2.5,489,Convertible,Green,6,30.2,Low,2,1,1,5,74764.45173439401,152.8925393341391,29.905780693757603
Mercedes-Benz,2012,168509,LPG,Manual,2.5,410,Coupe,Orange,12,44.0,Medium,2,1,0,12,17095.6775523961,41.69677451803927,6.83827102095844
Tesla,2013,208944,Hybrid,Automatic,1.6,423,Coupe,Brown,8,19.4,Medium,1,1,0,11,42058.213234686074,99.42840008200018,26.286383271678798
Toyota,2023,205950,Petrol,Semi-Automatic,4.2,338,SUV,Red,6,47.4,Medium,2,1,0,1,34475.168643179735,101.99754036443709,8.208373486471366
Chevrolet,2018,119006,Petrol,Manual,3.8,387,Pickup,Orange,12,48.2,Medium,1,0,0,6,38085.96076563499,98.41333531171833,10.02262125411447
Ford,2023,236440,Diesel,Automatic,1.8,153,Coupe,Green,8,48.4,Medium,3,1,1,1,59777.08995244041,390.6999343296759,33.20949441802245
Honda,2023,204054,LPG,Semi-Automatic,2.5,204,SUV,Red,4,43.5,High,1,0,1,1,43592.042931085554,213.68648495630174,17.43681717243422
Chevrolet,2016,50583,Electric,Automatic,1.4,267,Wagon,Red,4,24.6,Medium,2,0,0,8,44617.7199025634,167.10756517814008,31.869799930402433
Toyota,2010,38392,Electric,Automatic,3.5,333,Wagon,Silver,12,12.9,High,2,0,1,14,12116.011414075903,36.3844186608886,3.4617175468788295
Kia,2023,7461,Diesel,Manual,1.5,400,Convertible,Yellow,8,32.8,Medium,2,1,0,1,38499.12640578291,96.24781601445727,25.66608427052194
Nissan,2021,100123,Diesel,Automatic,4.9,387,Pickup,Orange,6,32.3,High,3,0,1,3,57892.02856187035,149.59180506943244,11.814699706504152
